CVEGEO,NOM_ENT,NOMGEO,NOMGEO2,NOM_ENT2
26055,Sonora,San Luis Río Colorado,san luis rio colorado,sonora
28031,Tamaulipas,Palmillas,palmillas,tamaulipas
29009,Tlaxcala,Cuaxomulco,cuaxomulco,tlaxcala
29051,Tlaxcala,San Jerónimo Zacualpan,san jeronimo zacualpan,tlaxcala
24043,San Luis Potosí,Tierra Nueva,tierra nueva,san luis potosi
30059,Veracruz de Ignacio de la Llave,Chinameca,chinameca,veracruz de ignacio de la llave
29003,Tlaxcala,Atlangatepec,atlangatepec,tlaxcala
30053,Veracruz de Ignacio de la Llave,Cuitláhuac,cuitlahuac,veracruz de ignacio de la llave
30029,Veracruz de Ignacio de la Llave,Calcahualco,calcahualco,veracruz de ignacio de la llave
27010,Tabasco,Jalpa de Méndez,jalpa de mendez,tabasco
26045,Sonora,Opodepe,opodepe,sonora
26054,Sonora,San Javier,san javier,sonora
26057,Sonora,San Pedro de la Cueva,san pedro de la cueva,sonora
26036,Sonora,Magdalena,magdalena,sonora
30032,Veracruz de Ignacio de la Llave,Catemaco,catemaco,veracruz de ignacio de la llave
25009,Sinaloa,Escuinapa,escuinapa,sinaloa
28010,Tamaulipas,Cruillas,cruillas,tamaulipas
26043,Sonora,Nogales,nogales,sonora
29049,Tlaxcala,San Damián Texóloc,san damian texoloc,tlaxcala
29008,Tlaxcala,Cuapiaxtla,cuapiaxtla,tlaxcala
24007,San Luis Potosí,Cedral,cedral,san luis potosi
26033,Sonora,Huatabampo,huatabampo,sonora
28008,Tamaulipas,Casas,casas,tamaulipas
24047,San Luis Potosí,Villa de Guadalupe,villa de guadalupe,san luis potosi
25010,Sinaloa,El Fuerte,el fuerte,sinaloa
26022,Sonora,Cucurpe,cucurpe,sonora
25004,Sinaloa,Concordia,concordia,sinaloa
26060,Sonora,Sáric,saric,sonora
27003,Tabasco,Centla,centla,tabasco
29042,Tlaxcala,Xicohtzinco,xicohtzinco,tlaxcala
29052,Tlaxcala,San José Teacalco,san jose teacalco,tlaxcala
24058,San Luis Potosí,El Naranjo,el naranjo,san luis potosi
26015,Sonora,Bavispe,bavispe,sonora
28032,Tamaulipas,Reynosa,reynosa,tamaulipas
30042,Veracruz de Ignacio de la Llave,Colipa,colipa,veracruz de ignacio de la llave
26041,Sonora,Nacozari de García,nacozari de garcia,sonora
26040,Sonora,Nácori Chico,nacori chico,sonora
26042,Sonora,Navojoa,navojoa,sonora
28022,Tamaulipas,Matamoros,matamoros,tamaulipas
30015,Veracruz de Ignacio de la Llave,Angel R. Cabada,angel r. cabada,veracruz de ignacio de la llave
24023,San Luis Potosí,Rayón,rayon,san luis potosi
27016,Tabasco,Teapa,teapa,tabasco
29025,Tlaxcala,San Pablo del Monte,san pablo del monte,tlaxcala
24046,San Luis Potosí,Villa de Arriaga,villa de arriaga,san luis potosi
28012,Tamaulipas,González,gonzalez,tamaulipas
29028,Tlaxcala,Teolocholco,teolocholco,tlaxcala
30013,Veracruz de Ignacio de la Llave,Naranjos Amatlán,naranjos amatlan,veracruz de ignacio de la llave
28017,Tamaulipas,Jaumave,jaumave,tamaulipas
29012,Tlaxcala,Españita,espanita,tlaxcala
30012,Veracruz de Ignacio de la Llave,Amatitlán,amatitlan,veracruz de ignacio de la llave
28042,Tamaulipas,Villagrán,villagran,tamaulipas
30034,Veracruz de Ignacio de la Llave,Cerro Azul,cerro azul,veracruz de ignacio de la llave
28006,Tamaulipas,Bustamante,bustamante,tamaulipas
29007,Tlaxcala,El Carmen Tequexquitla,el carmen tequexquitla,tlaxcala
29044,Tlaxcala,Zacatelco,zacatelco,tlaxcala
29023,Tlaxcala,Natívitas,nativitas,tlaxcala
26051,Sonora,Rosario,rosario,sonora
26037,Sonora,Mazatán,mazatan,sonora
30050,Veracruz de Ignacio de la Llave,Coxquihui,coxquihui,veracruz de ignacio de la llave
27015,Tabasco,Tacotalpa,tacotalpa,tabasco
26018,Sonora,Cajeme,cajeme,sonora
26052,Sonora,Sahuaripa,sahuaripa,sonora
27007,Tabasco,Emiliano Zapata,emiliano zapata,tabasco
28018,Tamaulipas,Jiménez,jimenez,tamaulipas
29010,Tlaxcala,Chiautempan,chiautempan,tlaxcala
29048,Tlaxcala,La Magdalena Tlaltelulco,la magdalena tlaltelulco,tlaxcala
30011,Veracruz de Ignacio de la Llave,Alvarado,alvarado,veracruz de ignacio de la llave
28003,Tamaulipas,Altamira,altamira,tamaulipas
28028,Tamaulipas,Nuevo Morelos,nuevo morelos,tamaulipas
30001,Veracruz de Ignacio de la Llave,Acajete,acajete,veracruz de ignacio de la llave
25002,Sinaloa,Angostura,angostura,sinaloa
30010,Veracruz de Ignacio de la Llave,Altotonga,altotonga,veracruz de ignacio de la llave
25008,Sinaloa,Elota,elota,sinaloa
29046,Tlaxcala,Emiliano Zapata,emiliano zapata,tlaxcala
26031,Sonora,Huachinera,huachinera,sonora
28021,Tamaulipas,El Mante,el mante,tamaulipas
29040,Tlaxcala,Xaltocan,xaltocan,tlaxcala
24055,San Luis Potosí,Zaragoza,zaragoza,san luis potosi
26001,Sonora,Aconchi,aconchi,sonora
28041,Tamaulipas,Victoria,victoria,tamaulipas
26038,Sonora,Moctezuma,moctezuma,sonora
29017,Tlaxcala,Mazatecochco de José María Morelos,mazatecochco de jose maria morelos,tlaxcala
29029,Tlaxcala,Tepeyanco,tepeyanco,tlaxcala
24021,San Luis Potosí,Mexquitic de Carmona,mexquitic de carmona,san luis potosi
29035,Tlaxcala,Tocatlán,tocatlan,tlaxcala
28024,Tamaulipas,Mier,mier,tamaulipas
29036,Tlaxcala,Totolac,totolac,tlaxcala
30037,Veracruz de Ignacio de la Llave,Coahuitlán,coahuitlan,veracruz de ignacio de la llave
30036,Veracruz de Ignacio de la Llave,Coacoatzintla,coacoatzintla,veracruz de ignacio de la llave
29060,Tlaxcala,Santa Isabel Xiloxoxtla,santa isabel xiloxoxtla,tlaxcala
30055,Veracruz de Ignacio de la Llave,Chalma,chalma,veracruz de ignacio de la llave
26026,Sonora,Etchojoa,etchojoa,sonora
30023,Veracruz de Ignacio de la Llave,Atzalan,atzalan,veracruz de ignacio de la llave
30046,Veracruz de Ignacio de la Llave,Cosautlán de Carvajal,cosautlan de carvajal,veracruz de ignacio de la llave
26046,Sonora,Oquitoa,oquitoa,sonora
28014,Tamaulipas,Guerrero,guerrero,tamaulipas
29043,Tlaxcala,Yauhquemehcan,yauhquemehcan,tlaxcala
29031,Tlaxcala,Tetla de la Solidaridad,tetla de la solidaridad,tlaxcala
24014,San Luis Potosí,Coxcatlán,coxcatlan,san luis potosi
28035,Tamaulipas,San Fernando,san fernando,tamaulipas
29016,Tlaxcala,Ixtenco,ixtenco,tlaxcala
29020,Tlaxcala,Sanctórum de Lázaro Cárdenas,sanctorum de lazaro cardenas,tlaxcala
29054,Tlaxcala,San Lorenzo Axocomanitla,san lorenzo axocomanitla,tlaxcala
30043,Veracruz de Ignacio de la Llave,Comapa,comapa,veracruz de ignacio de la llave
30044,Veracruz de Ignacio de la Llave,Córdoba,cordoba,veracruz de ignacio de la llave
30024,Veracruz de Ignacio de la Llave,Tlaltetela,tlaltetela,veracruz de ignacio de la llave
26012,Sonora,Bácum,bacum,sonora
29041,Tlaxcala,Papalotla de Xicohténcatl,papalotla de xicohtencatl,tlaxcala
30027,Veracruz de Ignacio de la Llave,Benito Juárez,benito juarez,veracruz de ignacio de la llave
26049,Sonora,Quiriego,quiriego,sonora
27002,Tabasco,Cárdenas,cardenas,tabasco
25007,Sinaloa,Choix,choix,sinaloa
20158,Oaxaca,San Jacinto Tlacotepec,san jacinto tlacotepec,oaxaca
20141,Oaxaca,San Francisco del Mar,san francisco del mar,oaxaca
17024,Morelos,Tlaltizapán de Zapata,tlaltizapan de zapata,morelos
19051,Nuevo León,Villaldama,villaldama,nuevo leon
20075,Oaxaca,Reforma de Pineda,reforma de pineda,oaxaca
20143,Oaxaca,San Francisco Ixhuatán,san francisco ixhuatan,oaxaca
18012,Nayarit,San Blas,san blas,nayarit
20098,Oaxaca,San Andrés Teotilálpam,san andres teotilalpam,oaxaca
20183,Oaxaca,San Juan Bautista Tlachichilco,san juan bautista tlachichilco,oaxaca
17033,Morelos,Temoac,temoac,morelos
20096,Oaxaca,San Andrés Sinaxtla,san andres sinaxtla,oaxaca
20058,Oaxaca,Mazatlán Villa de Flores,mazatlan villa de flores,oaxaca
19005,Nuevo León,Anáhuac,anahuac,nuevo leon
20020,Oaxaca,Constancia del Rosario,constancia del rosario,oaxaca
20064,Oaxaca,Nejapa de Madero,nejapa de madero,oaxaca
20024,Oaxaca,Cuyamecalco Villa de Zaragoza,cuyamecalco villa de zaragoza,oaxaca
20140,Oaxaca,San Francisco Chindúa,san francisco chindua,oaxaca
17031,Morelos,Zacatepec,zacatepec,morelos
20175,Oaxaca,San Juan Bautista Atatlahuca,san juan bautista atatlahuca,oaxaca
20009,Oaxaca,Ayotzintepec,ayotzintepec,oaxaca
20182,Oaxaca,San Juan Bautista Tlacoatzintepec,san juan bautista tlacoatzintepec,oaxaca
20149,Oaxaca,San Francisco Sola,san francisco sola,oaxaca
20032,Oaxaca,Fresnillo de Trujano,fresnillo de trujano,oaxaca
20204,Oaxaca,San Juan Lajarcia,san juan lajarcia,oaxaca
20136,Oaxaca,San Felipe Usila,san felipe usila,oaxaca
20078,Oaxaca,Rojas de Cuauhtémoc,rojas de cuauhtemoc,oaxaca
20481,Oaxaca,Santiago Nuyoó,santiago nuyoo,oaxaca
20029,Oaxaca,Eloxochitlán de Flores Magón,eloxochitlan de flores magon,oaxaca
20508,Oaxaca,Santo Domingo Chihuitán,santo domingo chihuitan,oaxaca
20070,Oaxaca,Pinotepa de Don Luis,pinotepa de don luis,oaxaca
20052,Oaxaca,Magdalena Tequisistlán,magdalena tequisistlan,oaxaca
20111,Oaxaca,San Antonio Tepetlapa,san antonio tepetlapa,oaxaca
20117,Oaxaca,San Bartolomé Loxicha,san bartolome loxicha,oaxaca
20159,Oaxaca,San Jerónimo Coatlán,san jeronimo coatlan,oaxaca
20173,Oaxaca,San Juan Atepec,san juan atepec,oaxaca
20041,Oaxaca,Huautla de Jiménez,huautla de jimenez,oaxaca
18008,Nayarit,Xalisco,xalisco,nayarit
20134,Oaxaca,San Felipe Jalapa de Díaz,san felipe jalapa de diaz,oaxaca
20022,Oaxaca,Cosoltepec,cosoltepec,oaxaca
19041,Nuevo León,Pesquería,pesqueria,nuevo leon
20054,Oaxaca,Magdalena Zahuatlán,magdalena zahuatlan,oaxaca
20191,Oaxaca,San Juan Chicomezúchil,san juan chicomezuchil,oaxaca
19002,Nuevo León,Agualeguas,agualeguas,nuevo leon
20126,Oaxaca,San Cristóbal Amatlán,san cristobal amatlan,oaxaca
20480,Oaxaca,Santiago Nundiche,santiago nundiche,oaxaca
19022,Nuevo León,General Terán,general teran,nuevo leon
20178,Oaxaca,San Juan Bautista Guelache,san juan bautista guelache,oaxaca
20060,Oaxaca,Mixistlán de la Reforma,mixistlan de la reforma,oaxaca
20205,Oaxaca,San Juan Lalana,san juan lalana,oaxaca
19045,Nuevo León,Salinas Victoria,salinas victoria,nuevo leon
20129,Oaxaca,San Cristóbal Suchixtlahuaca,san cristobal suchixtlahuaca,oaxaca
17023,Morelos,Tlalnepantla,tlalnepantla,morelos
19050,Nuevo León,Vallecillo,vallecillo,nuevo leon
20039,Oaxaca,Heroica Ciudad de Huajuapan de León,heroica ciudad de huajuapan de leon,oaxaca
20100,Oaxaca,San Andrés Yaá,san andres yaa,oaxaca
20145,Oaxaca,San Francisco Lachigoló,san francisco lachigolo,oaxaca
20212,Oaxaca,San Juan Petlapa,san juan petlapa,oaxaca
20030,Oaxaca,El Espinal,el espinal,oaxaca
20066,Oaxaca,Santiago Niltepec,santiago niltepec,oaxaca
17025,Morelos,Tlaquiltenango,tlaquiltenango,morelos
19044,Nuevo León,Sabinas Hidalgo,sabinas hidalgo,nuevo leon
20059,Oaxaca,Miahuatlán de Porfirio Díaz,miahuatlan de porfirio diaz,oaxaca
20086,Oaxaca,San Agustín Tlacotepec,san agustin tlacotepec,oaxaca
20090,Oaxaca,San Andrés Huaxpaltepec,san andres huaxpaltepec,oaxaca
18020,Nayarit,Bahía de Banderas,bahia de banderas,nayarit
19027,Nuevo León,Los Herreras,los herreras,nuevo leon
19015,Nuevo León,Doctor Coss,doctor coss,nuevo leon
20203,Oaxaca,San Juan Lachigalla,san juan lachigalla,oaxaca
20170,Oaxaca,San José Lachiguiri,san jose lachiguiri,oaxaca
20132,Oaxaca,San Dionisio Ocotlán,san dionisio ocotlan,oaxaca
20164,Oaxaca,San Jorge Nuchita,san jorge nuchita,oaxaca
20192,Oaxaca,San Juan Chilateca,san juan chilateca,oaxaca
20482,Oaxaca,Santiago Pinotepa Nacional,santiago pinotepa nacional,oaxaca
20562,Oaxaca,Magdalena Yodocono de Porfirio Díaz,magdalena yodocono de porfirio diaz,oaxaca
19030,Nuevo León,Iturbide,iturbide,nuevo leon
20184,Oaxaca,San Juan Bautista Tuxtepec,san juan bautista tuxtepec,oaxaca
19001,Nuevo León,Abasolo,abasolo,nuevo leon
20521,Oaxaca,Santo Domingo Tonaltepec,santo domingo tonaltepec,oaxaca
19020,Nuevo León,General Bravo,general bravo,nuevo leon
20125,Oaxaca,San Carlos Yautepec,san carlos yautepec,oaxaca
20171,Oaxaca,San José Tenango,san jose tenango,oaxaca
20157,Oaxaca,San Jacinto Amilpas,san jacinto amilpas,oaxaca
20161,Oaxaca,San Jerónimo Sosola,san jeronimo sosola,oaxaca
20135,Oaxaca,San Felipe Tejalápam,san felipe tejalapam,oaxaca
20082,Oaxaca,San Agustín Chayuco,san agustin chayuco,oaxaca
20152,Oaxaca,San Francisco Tlapancingo,san francisco tlapancingo,oaxaca
20202,Oaxaca,San Juan Lachao,san juan lachao,oaxaca
19040,Nuevo León,Parás,paras,nuevo leon
19018,Nuevo León,García,garcia,nuevo leon
20023,Oaxaca,Cuilápam de Guerrero,cuilapam de guerrero,oaxaca
20088,Oaxaca,San Andrés Cabecera Nueva,san andres cabecera nueva,oaxaca
18003,Nayarit,Amatlán de Cañas,amatlan de canas,nayarit
19047,Nuevo León,Hidalgo,hidalgo,nuevo leon
18013,Nayarit,San Pedro Lagunillas,san pedro lagunillas,nayarit
19042,Nuevo León,Los Ramones,los ramones,nuevo leon
20107,Oaxaca,San Antonio de la Cal,san antonio de la cal,oaxaca
17026,Morelos,Tlayacapan,tlayacapan,morelos
18010,Nayarit,Rosamorada,rosamorada,nayarit
20067,Oaxaca,Oaxaca de Juárez,oaxaca de juarez,oaxaca
20085,Oaxaca,San Agustín Loxicha,san agustin loxicha,oaxaca
20150,Oaxaca,San Francisco Telixtlahuaca,san francisco telixtlahuaca,oaxaca
20169,Oaxaca,San José Independencia,san jose independencia,oaxaca
19014,Nuevo León,Doctor Arroyo,doctor arroyo,nuevo leon
20186,Oaxaca,San Juan Cieneguilla,san juan cieneguilla,oaxaca
